plan_id,crop_id,total_weightage,cmpl_total_weightage,primary_output,block_area,weight_score,yield_per_acre,stage_0_weight,cmpl_stage_0_weight,stage_1_weight,cmpl_stage_1_weight,stage_2_weight,cmpl_stage_2_weight,stage_3_weight,cmpl_stage_3_weight,stage_4_weight,cmpl_stage_4_weight,stage_5_weight,cmpl_stage_5_weight,stage_6_weight,cmpl_stage_6_weight,stage_7_weight,cmpl_stage_7_weight,stage_8_weight,cmpl_stage_8_weight,stage_9_weight,cmpl_stage_9_weight,seed_type,est_yld_per_acre,range_from,range_to
3580,887,243,167.25,1003,1.75,0.688271,573.1428571,0,0,13.75,8.75,10,7.5,95.5,80.5,85.5,65.5,37,5,1.25,0,0,0,0,0,0,0,Variety,10117.16,8093.73,12140.59
2387,820,312.25,219.75,333.9,0.2,0.703763,1669.5,0,0,11.25,6.25,15,12.5,70.5,53,138,83,77.5,65,0,0,0,0,0,0,0,0,Variety,24281.18,16187.45,32374.9
3203,885,462.25,237.25,131,3.75,0.51325,34.93333333,0,0,13.75,8.75,15,12.5,122.5,105,201.5,86,109.5,25,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2490,818,253.25,238.25,8527,1,0.940769,8527,0,0,11.25,1.25,12.5,10,89,89,123,123,17.5,15,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1064,301,310.75,234.75,148000,5,0.75543,29600,0,0,0,0,6,6,182,124.5,106.5,88,16.25,16.25,0,0,0,0,0,0,0,0,Variety,40468.63,36421.76,44515.49
2038,860,352.75,169.25,42,0.8,0.479801,52.5,0,0,11.25,6.25,12.5,10,136.5,114,96,34,96.5,5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
978,807,384.25,275.25,1636,1.5,0.71633,1090.666667,0,0,18.75,8.75,12.5,10,115.5,102,147.5,102,90,52.5,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
1400,128,134.75,91,1200,0.25,0.675324,4800,0,0,9.75,6,15,7.5,60.5,35,39.5,37.5,10,5,0,0,0,0,0,0,0,0,Variety,9105.44,6070.29,12140.59
2706,818,307.25,226.25,13910,7,0.736371,1987.142857,0,0,11.25,6.25,12.5,10,71.5,71.5,184.5,128.5,27.5,10,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2932,873,390.75,292.75,6000,2,0.7492,3000,0,0,11.25,6.25,15,12.5,96,69.5,194,144.5,74.5,60,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
688,824,83.25,53.75,100,3,0.645645,33.33333333,0,0,16.25,13.75,7.5,7.5,52,27.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
3015,873,383.25,123.25,6043,0.25,0.321591,24172,0,0,11.25,6.25,15,12.5,93.5,54.5,189,45,74.5,5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1821,358,526.75,449.25,6500,1,0.852871,6500,0,0,9.75,7.25,17.5,15,115,115,292,262,92.5,50,0,0,0,0,0,0,0,0,Hybrid,27316.32,24281.18,30351.47
870,803,320.25,226.75,6434,1.5,0.70804,4289.333333,0,0,16.25,8.75,10,7.5,78,56.5,118.5,59,97.5,95,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
3257,887,253,192,3743,1.5,0.758893,2495.333333,0,0,13.75,8.75,10,7.5,100.5,93.5,90.5,73.5,37,7.5,1.25,1.25,0,0,0,0,0,0,Variety,10117.16,8093.73,12140.59
2658,869,325.25,171.25,468,0.25,0.526518,1872,0,0,13.75,8.75,10,7.5,144,82.5,61,32.5,96.5,40,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
2814,805,260.75,240.75,3697,0.5,0.923298,7394,0,0,13.75,3.75,10,7.5,71,71,138.5,133.5,27.5,25,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
3163,811,138.75,138.75,800,1,1,800,0,0,6.25,6.25,10,10,40,40,57.5,57.5,25,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1917,860,303.75,238.75,2874,0.5,0.786008,5748,0,0,11.25,6.25,12.5,10,102,84,79,64,99,74.5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2293,867,126.25,97.25,3217,1.3,0.770297,2474.615385,0,0,11.25,6.25,12.5,10,92.5,76,0,0,10,5,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
452,817,535.5,335,2000,1,0.625583,2000,33.75,16.25,11.25,8.75,16.5,10,84,75,312.5,180,77.5,45,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
2961,888,282.5,176,17656,1,0.623008,17656,0,0,13.75,8.75,12.5,10,128,103,88,48,39,5,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1754,867,136.25,97.25,1327,1,0.713761,1327,0,0,11.25,6.25,12.5,7.5,102.5,76,0,0,10,7.5,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
2783,888,272.5,225.5,1411,0.25,0.827522,5644,0,0,13.75,8.75,12.5,10,113,91,93,88,39,26.5,1.25,1.25,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3112,801,328.25,288.25,3763,0.5,0.878141,7526,20,20,8.75,8.75,10,10,57.5,57.5,154.5,144.5,77.5,47.5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1487,359,260.25,218.75,10000,0.5,0.840537,20000,0,0,19.75,17.25,10,7.5,44.5,38,56,46,130,110,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
2583,853,174.25,140.25,880,0.75,0.804878,1173.333333,0,0,13.75,8.75,10,7.5,36.5,27.5,62,47,52,49.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
1822,860,313.75,270.75,1842,1,0.862948,1842,0,0,11.25,6.25,12.5,10,107,94,79,74,104,86.5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
3454,884,442,377.5,44,3,0.854072,14.66666667,31.25,31.25,18.75,13.75,10,7.5,86,86,191,169,105,70,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
3811,825,246.25,131.25,454,0.5,0.532994,908,0,0,6.25,6.25,10,10,47.5,47.5,127.5,57.5,55,10,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2009,808,166,125,300,1,0.753012,300,0,0,11,1,12.5,10,88,65,49,49,5.5,0,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
1314,133,270.75,59.75,1,0.3,0.220683,3.333333333,0,0,9.75,9.75,16.5,7.5,59,37.5,105.5,5,80,0,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
2096,824,93.25,80.75,5,1,0.865951,5,0,0,16.25,11.25,7.5,7.5,62,57,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
762,810,108.5,68.75,2245,2,0.63364,1122.5,0,0,15,11.25,12.5,7.5,73.5,45,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2433,818,210.75,185.75,13000,2,0.881376,6500,0,0,11.25,6.25,12.5,10,66.5,66.5,103,93,17.5,10,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2108,870,317.25,279.25,1801,1.2,0.88022,1500.833333,0,0,11.25,6.25,12.5,10,143.5,115.5,36.5,36.5,113.5,111,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2930,859,136,117,5129,2,0.860294,2564.5,0,0,15,10,12.5,10,61,57,0,0,47.5,40,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
880,835,300.25,225.25,6428,0.8,0.750208,8035,0,0,16.25,11.25,10,7.5,102.5,90,139,91.5,32.5,25,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2151,859,131,87.5,2017,1,0.667938,2017,0,0,15,7.5,12.5,10,56,35,0,0,47.5,35,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
3315,874,497.75,466.25,24,2.6,0.936715,9.230769231,25.5,22,13.75,8.75,17.5,15,128,120,235.5,225.5,77.5,75,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1472,209,168,139,30000,1,0.82738,30000,0,0,0,0,0,0,21.5,21.5,58.5,47.5,73,55,15,15,0,0,0,0,0,0,Variety,45527.21,40468.63,50585.78
1247,121,175.25,137.25,2200,0.25,0.783166,8800,0,0,4.75,4.75,17.5,15,38.5,22.5,39.5,20,75,75,0,0,0,0,0,0,0,0,Variety,13152.3,12140.59,14164.02
2417,358,299.25,291.75,2000,0.5,0.974937,4000,0,0,12.25,9.75,12.5,7.5,67.5,67.5,117,117,90,90,0,0,0,0,0,0,0,0,Hybrid,27316.32,24281.18,30351.47
2056,355,384.25,374.25,6000,0.75,0.973975,8000,0,0,12.25,9.75,12.5,10,133,133,171.5,166.5,55,55,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
1394,118,247.75,217.25,805,0.38,0.876892,2118.421053,0,0,19.75,17.25,10,7.5,38.5,27.5,49.5,35,130,130,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
2033,857,154.25,87.75,1085,1.4,0.568881,775,0,0,13.75,8.75,12.5,10,85.5,64,42.5,5,0,0,0,0,0,0,0,0,0,0,Variety,1821.09,1618.75,2023.43
779,842,950.25,133.75,1758,2,0.140752,879,0,0,18.75,11.25,12.5,7.5,113,30,463.5,30,342.5,55,0,0,0,0,0,0,0,0,Variety,16194.33,14170.04,18218.62
1842,867,131.25,40.75,3151,1.4,0.310476,2250.714286,0,0,11.25,6.25,12.5,7.5,97.5,27,0,0,10,0,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
1103,119,574.25,537.25,630,0.45,0.935568,1400,0,0,17.25,12.25,15,12.5,113.5,95,313.5,302.5,115,115,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
3146,859,143.5,88.5,3559,1,0.616724,3559,0,0,15,10,12.5,10,68.5,58.5,0,0,47.5,10,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2429,859,131,121,2659,2.8,0.923664,949.6428571,0,0,15,10,12.5,10,56,56,0,0,47.5,45,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
3190,812,201.25,158.75,4466,1,0.788819,4466,0,0,6.25,6.25,10,10,82.5,77.5,72.5,60,30,5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
662,824,78.25,56.25,677,3,0.718849,225.6666667,0,0,16.25,13.75,7.5,7.5,47,30,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
1918,870,326.25,256.25,4500,0.5,0.78544,9000,0,0,11.25,6.25,12.5,10,100,82,51.5,46.5,151,111.5,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
194,815,286.5,96.5,3440,2,0.336823,1720,0,0,20,20,10,10,90.5,41.5,138.5,25,27.5,0,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
620,825,312.25,151.25,6621,1,0.484387,6621,0,0,13.75,11.25,12.5,10,100.5,57.5,128,22.5,57.5,50,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1944,841,378.75,305.75,445,0.6,0.80726,741.6666667,0,0,11.25,6.25,15,12.5,66,47.5,204,189.5,82.5,50,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2399,860,303.75,202.25,3971,1,0.665843,3971,0,0,11.25,6.25,12.5,10,107,77,79,56.5,94,52.5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1726,853,189.25,110.75,2512,1,0.585204,2512,0,0,13.75,6.25,10,7.5,41.5,22.5,67,42,57,32.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
2231,818,220.75,171.75,12000,1,0.778029,12000,0,0,11.25,1.25,12.5,10,76.5,59.5,103,86,17.5,15,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
795,824,83.25,31.25,884,0.5,0.375375,1768,0,0,16.25,11.25,7.5,5,52,10,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
1073,810,98.5,57,1193,1.5,0.57868,795.3333333,0,0,15,7.5,12.5,10,63.5,34.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2076,860,308.75,240.25,1256,1,0.778137,1256,0,0,11.25,6.25,12.5,7.5,107,89,79,70,99,67.5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2447,818,205.75,170.75,6000,0.5,0.82989,12000,0,0,11.25,1.25,12.5,10,76.5,61.5,88,83,17.5,15,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
871,810,108.5,58.75,1543.5,1.5,0.541474,1029,0,0,15,8.75,12.5,7.5,73.5,37.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
458,807,379.25,120.75,131.8,0.39,0.318391,337.9487179,0,0,21.25,16.25,10,7.5,113,54,147.5,43,87.5,0,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
1399,121,495.25,384.75,2500,0.25,0.77688,10000,0,0,9.75,9.75,17.5,15,133,115,240,180,95,65,0,0,0,0,0,0,0,0,Variety,13152.3,12140.59,14164.02
3126,858,145.25,137.75,1063,2.8,0.948364,379.6428571,0,0,16.25,11.25,7.5,7.5,74,74,0,0,47.5,45,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
586,824,88.25,63.75,781,2.6,0.722379,300.3846154,0,0,16.25,13.75,7.5,7.5,57,37.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
2165,870,301.25,219.75,2308,2.25,0.72946,1025.777778,0,0,11.25,6.25,12.5,10,60,52,69.5,64.5,148,87,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2125,859,131,92,2116,1.4,0.70229,1511.428571,0,0,15,10,12.5,10,56,42,0,0,47.5,30,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2227,355,384.25,374.25,10000,1,0.973975,10000,0,0,12.25,9.75,12.5,10,133,133,171.5,166.5,55,55,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
3182,888,277.5,189.25,3010,0.25,0.681981,12040,0,0,13.75,8.75,12.5,10,128,102,83,63.5,39,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2042,859,128.5,94.5,1330,2.8,0.735408,475,0,0,15,10,12.5,10,58.5,47,0,0,42.5,27.5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2564,853,179.25,154.25,1953,0.5,0.860529,3906,0,0,13.75,3.75,10,7.5,36.5,36.5,67,62,52,44.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
1763,351,206.25,198.75,15000,1.5,0.963636,10000,0,0,9.75,7.25,15,12.5,100,97.5,71.5,71.5,10,10,0,0,0,0,0,0,0,0,Hybrid,23269.46,20234.31,26304.61
453,801,361.25,280.75,7000,0.5,0.777162,14000,0,0,13.75,11.25,12.5,7.5,68.5,57.5,186.5,149.5,80,55,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
473,831,290.5,148.75,15812,1.25,0.512048,12649.6,0,0,13.75,11.25,12.5,10,128,85,120,37.5,15,5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1756,855,279.25,89.75,4,2.8,0.321396,1.428571429,0,0,13.75,6.25,12.5,10,66,29.5,78.5,34,108.5,10,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
1387,121,175.25,137.25,270000,1,0.783166,270000,0,0,4.75,4.75,17.5,15,38.5,22.5,39.5,20,75,75,0,0,0,0,0,0,0,0,Variety,13152.3,12140.59,14164.02
2170,853,189.25,179.25,211,1,0.947159,211,0,0,13.75,8.75,10,7.5,36.5,36.5,77,77,52,49.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
3493,811,223.75,208.75,874,0.25,0.93296,3496,0,0,6.25,6.25,10,10,117.5,107.5,60,60,30,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
1615,811,195.75,181.75,4300,0.5,0.92848,8600,0,0,11.25,6.25,12.5,10,60,56,84.5,84.5,27.5,25,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2523,354,352.75,300.25,1500,0.5,0.851169,3000,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,134,80,65,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
838,810,108.5,51.25,932,1,0.47235,932,0,0,15,11.25,12.5,7.5,73.5,27.5,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
2158,853,194.25,145.25,53,1,0.747747,53,0,0,13.75,8.75,10,7.5,41.5,27.5,72,67,57,34.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
2323,866,276,133.5,1708,2.3,0.483695,742.6086957,0,0,20,15,10,7.5,80.5,74,98.5,32,67,5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
479,824,83.25,36.25,2756,0.8,0.435435,3445,0,0,16.25,13.75,7.5,7.5,52,10,0,0,7.5,5,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
959,807,374.25,195.25,1624,2.6,0.52171,624.6153846,0,0,21.25,11.25,10,7.5,108,70.5,147.5,71,87.5,35,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
1609,835,347.75,124.75,2524,2,0.358734,1262,0,0,16.25,8.75,10,5,125,72.5,164,33.5,32.5,5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3040,803,378.75,368.75,1200,0.5,0.973597,2400,0,0,8.75,8.75,10,10,67.5,62.5,162.5,157.5,130,130,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
1752,352,211.25,203.75,10000,2,0.964497,5000,0,0,9.75,7.25,15,12.5,100,97.5,76.5,76.5,10,10,0,0,0,0,0,0,0,0,Variety,9105.44,6070.29,12140.59
2880,859,148.5,108.5,7505,3,0.730639,2501.666667,0,0,15,10,12.5,10,68.5,58.5,0,0,52.5,30,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
851,803,325.25,204.25,7400,1,0.627978,7400,0,0,16.25,11.25,10,7.5,73,39,128.5,66.5,97.5,80,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
3075,888,292.5,237.25,28,0.5,0.811111,56,0,0,13.75,8.75,12.5,10,128,116,98,88,39,14.5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1594,817,496.75,360.25,237,1,0.725213,237,0,0,11.25,1.25,16.5,14,74,74,317.5,221,77.5,50,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
1286,812,215.75,127.25,5390,0.5,0.589803,10780,0,0,11.25,6.25,12.5,10,65,54,94.5,52,32.5,5,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1889,855,284.25,140.75,846,2.6,0.495162,325.3846154,0,0,13.75,6.25,12.5,7.5,66,22,83.5,61,108.5,44,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
3138,858,140.25,112.75,3399,2.6,0.803921,1307.307692,0,0,16.25,11.25,7.5,7.5,69,59,0,0,47.5,35,0,0,0,0,0,0,0,0,Variety,2630.46,2428.12,2832.8
2796,818,248.25,218.25,6660,0.5,0.879154,13320,0,0,11.25,1.25,12.5,10,84,74,123,123,17.5,10,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
1539,805,183.75,107.25,22,0.8,0.583673,27.5,0,0,13.75,8.75,12.5,10,66,32,64,31.5,27.5,25,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
1494,834,149.75,125.75,2080,2,0.839732,1040,0,0,13.75,8.75,10,7.5,41.5,32.5,77,72,7.5,5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
1398,163,516.25,457.75,2000,0.25,0.886682,8000,0,0,9.75,9.75,17.5,15,103,87.5,293.5,253,92.5,92.5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3189,805,203.75,198.75,972,1,0.97546,972,0,0,8.75,8.75,5,5,62.5,62.5,102.5,97.5,25,25,0,0,0,0,0,0,0,0,Variety,17199.17,16187.45,18210.88
2998,801,323.25,294.25,8069,0.5,0.910286,16138,0,0,6.25,6.25,12.5,12.5,50,45,174.5,160.5,80,70,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1714,146,211.25,206.25,600,0.25,0.976331,2400,0,0,14.75,12.25,10,7.5,57.5,57.5,54,54,75,75,0,0,0,0,0,0,0,0,Variety,5463.26,4856.24,6070.29
3394,886,336.75,296.75,3265,2,0.881217,1632.5,0,0,13.75,8.75,12.5,10,100.5,90.5,142.5,127.5,67.5,60,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
259,819,244.25,108.75,10300,2,0.44524,5150,0,0,13.75,13.75,10,10,67.5,32.5,125.5,42.5,27.5,10,0,0,0,0,0,0,0,0,Variety,12140.59,10117.16,14164.02
1506,834,154.75,106.25,1694,1.5,0.686591,1129.333333,0,0,13.75,6.25,10,7.5,41.5,17.5,82,70,7.5,5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
1099,163,516.25,457.75,13950,1,0.886682,13950,0,0,9.75,9.75,17.5,10,103,87.5,293.5,258,92.5,92.5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1968,853,184.25,162.25,3203,1,0.880597,3203,0,0,13.75,8.75,10,7.5,41.5,34.5,67,67,52,44.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
1410,163,516.25,410.25,10000,1,0.794673,10000,0,0,9.75,9.75,17.5,15,103,85,293.5,240.5,92.5,60,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3432,889,366.75,349.25,45,3,0.952283,15,0,0,16.25,11.25,10,7.5,102.5,102.5,178,173,60,55,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3469,885,477.25,175.75,449,0.75,0.368255,598.6666667,0,0,18.75,8.75,15,12.5,127.5,98.5,206.5,51,109.5,5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1342,808,156,67.5,721,0.6,0.432692,1201.666667,0,0,11,6,10,7.5,83,39,46.5,12,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
97,810,119.5,89,3000,2,0.744769,1500,0,0,10,10,12.5,12.5,74.5,46.5,0,0,22.5,20,0,0,0,0,0,0,0,0,Variety,5058.58,4046.86,6070.29
3186,873,393.25,224.75,660,1,0.571519,660,0,0,11.25,6.25,15,12.5,105.5,64.5,197,116.5,64.5,25,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2257,354,352.75,310.25,1000,0.5,0.879518,2000,0,0,9.75,7.25,16.5,11.5,82.5,82.5,164,144,80,65,0,0,0,0,0,0,0,0,Hybrid,15175.74,14164.02,16187.45
247,819,244.25,98.75,7460,1.5,0.404298,4973.333333,0,0,13.75,13.75,10,10,67.5,35,125.5,30,27.5,10,0,0,0,0,0,0,0,0,Variety,12140.59,10117.16,14164.02
3208,885,467.25,225.75,1717,1.25,0.483146,1373.6,0,0,13.75,8.75,15,12.5,122.5,107.5,206.5,72,109.5,25,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
1317,835,342.75,133.25,1690,1.5,0.388767,1126.666667,0,0,16.25,8.75,10,5,120,76,164,38.5,32.5,5,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
2278,869,320.25,226.25,3505,0.5,0.706479,7010,0,0,13.75,8.75,10,7.5,139,133,61,39.5,96.5,37.5,0,0,0,0,0,0,0,0,Variety,4249.21,2428.12,6070.29
1341,801,376.25,262.25,4000,0.5,0.697009,8000,0,0,11.25,6.25,15,12.5,66,64,201.5,154.5,82.5,25,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3103,873,415.75,335.75,4281,0.75,0.807576,5708,32.5,30,11.25,6.25,15,12.5,98.5,88.5,184,151,74.5,47.5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2018,146,211.25,206.25,650,0.5,0.976331,1300,0,0,14.75,12.25,10,7.5,57.5,57.5,54,54,75,75,0,0,0,0,0,0,0,0,Variety,5463.26,4856.24,6070.29
582,842,950.25,558.75,1131,0.6,0.588003,1885,0,0,18.75,11.25,12.5,10,113,57.5,463.5,180,342.5,300,0,0,0,0,0,0,0,0,Variety,16194.33,14170.04,18218.62
665,842,950.25,463.75,4773,3,0.488029,1591,0,0,18.75,11.25,12.5,10,113,57.5,463.5,150,342.5,235,0,0,0,0,0,0,0,0,Variety,16194.33,14170.04,18218.62
2307,818,258.25,248.25,260,1,0.961277,260,0,0,11.25,6.25,12.5,10,89,89,128,128,17.5,15,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2008,841,460.25,415.25,8930,0.5,0.902227,17860,0,0,11.25,1.25,15,12.5,96,91,243,238,95,72.5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
3092,817,501.25,256.25,143,0.5,0.511221,286,0,0,6.25,6.25,10,10,107.5,102.5,297.5,112.5,80,25,0,0,0,0,0,0,0,0,Variety,15175.74,14164.02,16187.45
3652,825,268.75,173.75,2000,0.5,0.646511,4000,0,0,8.75,8.75,10,10,90,85,105,55,55,15,0,0,0,0,0,0,0,0,Variety,11128.87,10117.16,12140.59
3336,862,171,116,107,0.74,0.678362,144.5945946,0,0,11,6,12.5,10,93,70,49,27,5.5,3,0,0,0,0,0,0,0,0,Variety,9105.44,8093.73,10117.16
3074,801,396.75,241.75,4000,0.5,0.609325,8000,0,0,6.25,6.25,12.5,12.5,80.5,80.5,205,112.5,92.5,30,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1746,860,274.75,246.75,2288,1,0.898089,2288,0,0,11.25,6.25,12.5,10,60,52,96.5,91.5,94.5,87,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2795,811,202.75,182.75,5826,0.5,0.901356,11652,0,0,11.25,1.25,12.5,10,82.5,77.5,64,64,32.5,30,0,0,0,0,0,0,0,0,Variety,23269.46,20234.31,26304.61
2958,873,395.75,318.25,1966,1,0.804169,1966,0,0,11.25,6.25,15,12.5,101,80,194,172,74.5,47.5,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
1612,853,189.25,117.25,881,0.25,0.61955,3524,0,0,13.75,6.25,10,7.5,41.5,24.5,67,44.5,57,34.5,0,0,0,0,0,0,0,0,Variety,9109.31,8097.16,10121.45
2825,873,385.75,264.25,3631,1.5,0.685029,2420.666667,0,0,11.25,6.25,15,12.5,108,88.5,187,122,64.5,35,0,0,0,0,0,0,0,0,Variety,27316.32,24281.18,30351.47
2757,888,267.5,165.75,1294,1.5,0.619626,862.6666667,0,0,13.75,8.75,12.5,10,113,90.5,88,44,39,12.5,1.25,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
2477,814,242.75,197.25,485.5,0.16,0.812564,3034.375,0,0,16.25,8.75,7.5,5,78.5,61.5,83,67,57.5,55,0,0,0,0,0,0,0,0,Variety,7082.01,6070.29,8093.73
2190,860,269.75,218.75,1514,1,0.810936,1514,0,0,11.25,6.25,12.5,10,65,49,91.5,81.5,89.5,72,0,0,0,0,0,0,0,0,Variety,14164.02,12140.59,16187.45
